"","width","SRR1532959","SRR1532960","SRR1532961","SRR1532962","SRR1532963","SRR1532964"
"WBGene00013124",1823,6,2,8,5,7,3
"WBGene00013125",703,0,0,0,0,0,0
"WBGene00013126",1724,1,1,0,0,0,0
"WBGene00013127",636,221,253,297,177,539,408
"WBGene00013128",1256,72,42,101,56,189,154
"WBGene00013129",2565,14,6,23,15,55,53
"WBGene00013130",329,0,0,0,0,0,0
"WBGene00013131",837,5,6,1,2,5,7
"WBGene00013132",1242,55,30,52,41,77,77
"WBGene00013134",1307,0,0,0,0,0,0
"WBGene00013135",3014,2,0,0,1,1,1
"WBGene00013136",1209,6,3,3,3,15,4
"WBGene00013137",1237,94,17,144,49,274,159
"WBGene00013138",1146,0,0,0,0,0,0
"WBGene00013139",976,70,49,126,45,174,69
"WBGene00013140",1575,82,48,105,79,128,143
"WBGene00013141",598,0,0,0,0,0,0
"WBGene00013142",516,4,6,11,9,12,3
"WBGene00013143",2542,47,46,69,92,147,192
"WBGene00013144",998,103,134,163,116,293,244
"WBGene00013145",1377,0,0,0,0,0,0
"WBGene00013146",549,4,4,14,8,19,18
"WBGene00013147",1036,0,0,0,0,0,0
"WBGene00013148",368,0,0,0,0,0,0
"WBGene00013149",1842,1,0,1,0,0,2
"WBGene00013150",617,25,16,51,32,117,100
"WBGene00013151",1462,16,5,21,11,40,50
"WBGene00013152",435,0,0,0,0,0,0
"WBGene00013153",695,0,0,0,0,0,0
"WBGene00013154",459,0,0,0,0,0,0
"WBGene00013155",1438,0,0,1,0,0,0
"WBGene00013156",3672,77,48,86,47,195,115
"WBGene00013157",1416,0,0,1,0,0,0
"WBGene00013158",858,0,0,0,0,0,0
"WBGene00013159",2377,0,0,1,0,0,1
"WBGene00013160",3790,8,4,13,3,42,32
"WBGene00013161",373,3,5,2,0,9,10
"WBGene00013162",776,0,0,0,1,0,0
"WBGene00013163",861,1,4,0,0,11,4
"WBGene00013164",2037,2,7,1,1,16,6
"WBGene00013165",1390,0,0,1,0,0,3
"WBGene00013166",2142,0,1,0,0,0,0
"WBGene00013167",3438,1,0,0,0,4,2
"WBGene00013168",1415,78,94,54,34,109,120
"WBGene00013169",788,0,0,0,0,0,0
"WBGene00013170",1190,0,0,0,0,0,0
"WBGene00013171",1866,0,0,0,0,0,0
"WBGene00013172",459,0,0,0,0,0,0
"WBGene00013173",1932,0,0,0,0,0,0
"WBGene00013175",1012,0,0,0,0,0,0
"WBGene00013176",1453,3,8,8,4,35,29
"WBGene00013177",2045,22,16,19,9,39,32
"WBGene00013178",835,19,14,31,12,45,49
"WBGene00013179",606,0,0,0,0,0,0
"WBGene00013180",1314,0,0,0,0,2,0
"WBGene00013181",730,0,0,0,0,0,3
"WBGene00013182",516,0,0,0,0,0,0
"WBGene00013184",927,0,0,0,0,0,0
"WBGene00013186",2393,0,0,0,0,0,0
"WBGene00013187",1953,0,0,1,1,0,0
"WBGene00013188",2041,22,25,26,14,59,46
"WBGene00013189",6513,16,28,11,15,49,54
"WBGene00013190",791,0,0,0,0,0,0
"WBGene00013192",1015,0,0,0,0,0,0
"WBGene00013193",1691,18,16,33,29,73,96
"WBGene00013194",659,0,0,0,0,0,0
"WBGene00013195",1077,0,0,1,0,0,0
"WBGene00013196",1571,18,27,37,17,44,34
"WBGene00013197",1345,1,0,1,0,2,0
"WBGene00013198",1887,0,1,0,0,2,1
"WBGene00013200",577,16,35,26,17,37,34
"WBGene00013201",1730,4,9,11,10,21,16
"WBGene00013202",2250,70,21,121,66,173,132
"WBGene00013203",1205,0,1,1,1,1,5
"WBGene00013204",2708,12,5,21,10,22,17
"WBGene00013207",1109,0,0,2,0,1,0
"WBGene00013208",831,48,75,111,63,255,180
"WBGene00013209",1198,243,252,331,182,553,436
"WBGene00013210",735,8,9,9,5,32,31
"WBGene00013211",377,0,3,1,0,3,4
"WBGene00013212",1695,0,0,0,0,3,3
"WBGene00013213",978,13,11,23,22,68,50
"WBGene00013214",1735,117,110,178,175,300,305
"WBGene00013215",1475,0,0,1,0,1,0
"WBGene00013216",1492,16,8,23,14,24,16
"WBGene00013217",1378,5,11,26,14,33,36
"WBGene00013218",1279,5,9,16,8,28,25
"WBGene00013219",709,75,117,142,79,195,182
"WBGene00013220",1631,1,1,1,0,3,2
"WBGene00013221",1454,0,0,1,0,2,0
"WBGene00013222",1624,0,1,0,0,0,0
"WBGene00013223",2871,73,28,114,72,165,115
"WBGene00013224",2054,93,45,123,84,219,185
"WBGene00013225",2965,19,14,30,8,161,85
"WBGene00013226",1963,0,0,0,0,0,0
"WBGene00013227",2560,0,0,0,1,4,2
"WBGene00013228",1899,16,8,16,9,54,38
"WBGene00013230",1169,0,0,0,0,0,0
"WBGene00013231",914,15,16,37,12,39,44
"WBGene00013232",2384,14,22,24,12,36,43
"WBGene00013233",999,0,0,1,0,0,0
"WBGene00013234",946,0,0,0,0,0,0
"WBGene00013235",2772,15,19,17,8,28,23
"WBGene00013236",503,11,18,19,10,34,44
"WBGene00013237",504,64,133,108,77,227,189
"WBGene00013238",666,271,432,272,184,496,455
"WBGene00013239",935,71,78,87,75,192,158
"WBGene00013240",2263,4,3,6,2,22,21
"WBGene00013241",1012,54,61,79,40,141,94
"WBGene00013242",2382,6,1,5,1,9,2
"WBGene00013243",1731,3,1,3,2,26,15
"WBGene00013244",1058,0,0,2,1,0,1
"WBGene00013246",4196,4,2,11,5,16,16
"WBGene00013247",1392,4,6,5,8,8,13
"WBGene00013248",822,0,0,3,2,7,3
"WBGene00013249",2068,0,0,1,2,2,2
"WBGene00013250",1982,23,20,54,35,70,81
"WBGene00013251",1811,0,0,5,0,0,0
"WBGene00013252",2252,2,0,6,5,7,5
"WBGene00013253",1644,46,20,66,48,104,95
"WBGene00013254",738,5,12,19,10,32,14
"WBGene00013255",1767,0,0,0,0,0,0
"WBGene00013256",2428,206,74,229,143,309,326
"WBGene00013257",994,1,0,1,0,1,1
"WBGene00013258",3310,18,19,39,16,62,39
"WBGene00013259",650,10,16,18,16,31,24
"WBGene00013260",2265,9,11,14,5,57,39
"WBGene00013261",3610,1,0,3,0,9,4
"WBGene00013263",674,0,0,2,0,3,2
"WBGene00013264",1706,0,0,2,0,2,0
"WBGene00013265",1711,28,19,52,34,74,84
"WBGene00013266",925,6,4,12,6,13,14
"WBGene00013267",1373,18,22,26,23,56,48
"WBGene00013268",1452,2,5,5,6,20,5
"WBGene00013269",940,5,14,14,12,32,36
"WBGene00013270",4063,21,24,24,14,90,49
"WBGene00013272",890,1,0,0,0,1,0
"WBGene00013273",2139,0,0,2,1,1,3
"WBGene00013275",1068,0,0,0,0,0,0
"WBGene00013276",1119,0,0,0,0,0,0
"WBGene00013277",1115,0,0,0,0,0,0
"WBGene00013278",1271,7,4,5,4,7,7
"WBGene00013279",914,0,0,0,0,0,0
"WBGene00013280",851,0,0,0,0,0,0
"WBGene00013281",1236,0,0,0,0,0,0
"WBGene00013282",1080,0,0,0,0,0,0
"WBGene00013283",1035,0,0,0,0,0,0
"WBGene00013284",1333,0,0,2,0,0,12
"WBGene00013285",1177,0,0,0,0,0,0
"WBGene00013286",1008,0,0,0,0,0,0
"WBGene00013287",1064,0,0,0,0,0,0
"WBGene00013288",645,0,0,0,0,0,0
"WBGene00013289",3285,1,2,4,1,8,4
"WBGene00013290",2057,0,0,0,0,0,0
"WBGene00013292",1000,0,1,0,0,0,0
"WBGene00013293",333,0,0,0,0,0,0
"WBGene00013294",1430,0,0,0,0,1,0
"WBGene00013295",711,0,0,0,0,0,0
"WBGene00013296",694,0,0,0,0,0,0
"WBGene00013297",724,0,0,0,0,0,0
"WBGene00013298",514,0,0,0,0,0,0
"WBGene00013299",698,0,0,0,0,0,0
"WBGene00013300",1329,0,0,0,0,0,0
"WBGene00013301",810,45,49,48,35,120,97
"WBGene00013302",880,11,3,8,2,14,10
"WBGene00013303",1711,0,0,0,0,0,1
"WBGene00013304",1562,0,0,0,0,0,0
"WBGene00013305",819,0,0,0,0,0,0
"WBGene00013306",911,4,4,1,3,2,2
"WBGene00013307",3449,321,203,412,266,740,709
"WBGene00013308",1078,168,264,304,218,478,411
"WBGene00013310",825,1,1,1,0,1,2
"WBGene00013311",2135,1041,1209,735,431,1268,1132
"WBGene00013312",1657,0,0,0,1,0,2
"WBGene00013313",2034,0,0,0,0,0,0
"WBGene00013315",1950,0,0,0,0,0,0
"WBGene00013316",711,0,0,0,0,0,2
"WBGene00013317",1398,0,0,1,0,0,1
"WBGene00013318",1688,0,0,0,0,1,0
"WBGene00013319",824,18,8,27,8,54,23
"WBGene00013320",756,0,0,0,0,0,0
"WBGene00013321",1460,0,0,0,0,0,0
"WBGene00013322",2441,0,0,0,0,0,0
"WBGene00013323",869,77,56,152,66,251,134
"WBGene00013324",771,9,13,21,9,37,22
"WBGene00013325",2043,22,17,30,20,65,36
"WBGene00013326",2861,1,0,5,1,6,3
"WBGene00013327",1277,0,0,0,0,0,0
"WBGene00013328",824,0,0,0,0,0,0
"WBGene00013329",605,0,0,0,0,0,0
"WBGene00013330",721,0,0,0,0,0,0
"WBGene00013331",2317,0,0,0,0,0,0
"WBGene00013332",1125,12,27,45,27,73,68
"WBGene00013333",557,0,2,1,3,5,5
"WBGene00013334",690,0,0,0,0,0,0
"WBGene00013335",1186,0,0,0,1,0,0
"WBGene00013336",1213,3,3,2,1,2,1
"WBGene00013337",721,0,0,0,0,1,0
"WBGene00013338",1317,0,0,0,0,0,0
"WBGene00013339",1926,34,45,54,47,111,156
"WBGene00013340",2485,300,209,225,149,626,429
"WBGene00013341",699,0,0,0,0,0,0
"WBGene00013343",3043,144,59,188,126,316,225
"WBGene00013344",1367,5,1,4,3,14,14
"WBGene00013345",902,9,1,5,3,12,7
"WBGene00013347",1649,95,63,145,78,275,209
"WBGene00013348",2085,2,0,0,7,1,2
"WBGene00013349",470,66,42,74,28,185,54
"WBGene00013350",1584,43,19,70,46,85,73
"WBGene00013351",598,0,0,0,0,0,2
"WBGene00013352",690,0,3,1,0,1,2
"WBGene00013353",1821,1,1,2,2,8,3
"WBGene00013354",2452,12,13,17,8,40,38
"WBGene00013355",2626,4,7,6,4,29,36
"WBGene00013356",201,0,0,0,0,0,0
"WBGene00013357",729,0,0,0,0,0,0
"WBGene00013358",1226,24,48,36,31,82,68
"WBGene00013359",1275,5,6,4,0,8,2
"WBGene00013360",848,98,75,134,55,224,113
"WBGene00013361",1564,28,36,32,20,66,64
"WBGene00013362",2492,1,3,0,1,0,2
"WBGene00013363",560,0,0,0,0,0,0
"WBGene00013364",882,0,0,0,0,0,0
"WBGene00013365",2204,41,42,47,32,122,68
"WBGene00013366",785,0,0,0,0,0,0
"WBGene00013367",257,0,0,0,0,0,0
"WBGene00013368",771,0,0,0,0,0,0
"WBGene00013369",603,0,0,0,0,0,0
"WBGene00013370",612,1,0,0,0,2,0
"WBGene00013371",315,0,0,0,0,0,0
"WBGene00013372",1643,0,0,0,0,0,0
"WBGene00013373",749,90,103,131,68,202,177
"WBGene00013374",686,0,0,0,0,0,0
"WBGene00013375",987,2,4,1,0,1,4
"WBGene00013376",1492,11,3,11,7,25,18
"WBGene00013378",802,81,112,127,87,228,162
"WBGene00013379",1555,41,48,74,46,117,87
"WBGene00013380",1297,96,74,107,73,220,203
"WBGene00013381",1399,2,7,5,11,10,41
"WBGene00013382",2185,0,0,1,0,2,2
"WBGene00013383",1322,65,54,117,65,218,135
"WBGene00013385",1236,0,0,1,0,0,3
"WBGene00013386",72,0,0,0,0,0,0
"WBGene00013387",784,0,0,0,0,0,0
"WBGene00013388",1412,0,0,0,0,0,0
"WBGene00013389",1331,0,0,0,0,0,0
"WBGene00013390",774,0,0,0,0,0,0
"WBGene00013391",725,1,0,0,0,0,0
"WBGene00013392",709,0,0,0,0,0,0
"WBGene00013393",565,0,1,0,0,0,0
"WBGene00013394",635,0,0,0,0,0,0
"WBGene00013395",468,0,0,0,0,0,0
"WBGene00013396",674,0,0,0,0,0,0
"WBGene00013397",1110,0,0,0,0,0,0
"WBGene00013398",1121,0,0,0,0,0,0
"WBGene00013399",972,0,0,0,0,0,0
"WBGene00013400",881,0,0,0,0,0,1
"WBGene00013401",363,0,0,0,0,0,0
"WBGene00013402",1081,0,0,0,0,0,0
"WBGene00013403",977,0,0,0,0,0,0
"WBGene00013404",976,0,0,0,0,0,0
"WBGene00013405",1307,38,65,92,61,144,115
"WBGene00013406",361,11,17,20,12,52,33
"WBGene00013407",1524,23,25,41,24,39,44
"WBGene00013408",1112,0,0,0,0,0,0
"WBGene00013409",970,0,0,0,0,0,0
"WBGene00013410",838,0,0,0,0,0,0
"WBGene00013411",909,0,0,0,0,0,0
"WBGene00013412",776,0,0,0,0,0,0
"WBGene00013415",2993,0,0,0,0,0,1
"WBGene00013416",5517,0,0,0,0,0,0
"WBGene00013417",1032,0,0,0,0,0,0
"WBGene00013418",526,0,0,1,0,0,0
"WBGene00013419",1748,4,9,12,9,22,21
"WBGene00013421",1313,0,0,0,0,0,0
"WBGene00013422",584,7,8,11,4,22,26
"WBGene00013424",1534,0,0,0,0,0,0
"WBGene00013425",2174,35,12,37,14,63,68
"WBGene00013426",421,0,0,0,0,0,0
"WBGene00013427",855,0,0,0,0,0,0
"WBGene00013429",1136,0,1,0,0,0,1
"WBGene00013431",2444,1,1,4,2,5,4
"WBGene00013432",589,10,9,12,2,28,19
"WBGene00013433",598,9,19,34,22,44,33
"WBGene00013434",805,46,66,91,54,210,147
"WBGene00013435",916,87,85,97,72,205,132
"WBGene00013436",861,20,40,48,31,107,76
"WBGene00013437",1157,0,0,0,0,0,0
"WBGene00013438",1462,1,1,3,2,3,3
"WBGene00013439",1664,0,0,0,0,0,1
"WBGene00013440",8875,0,0,1,1,0,0
"WBGene00013441",2550,54,45,71,42,149,134
"WBGene00013442",1535,11,26,20,17,52,53
"WBGene00013443",2481,90,53,118,75,227,211
"WBGene00013445",2843,9,8,13,2,26,19
"WBGene00013446",642,36,68,59,35,108,103
"WBGene00013447",1376,9,9,17,10,33,22
"WBGene00013448",959,1,1,0,3,5,4
"WBGene00013449",482,0,0,0,0,0,0
"WBGene00013450",2008,0,0,0,0,0,0
"WBGene00013451",552,0,0,0,0,0,0
"WBGene00013452",3681,0,0,0,0,0,0
"WBGene00013453",1799,5,8,17,3,18,14
"WBGene00013454",798,0,0,0,0,0,0
"WBGene00013455",1567,0,0,0,0,0,0
"WBGene00013456",1306,0,0,0,0,0,1
"WBGene00013457",1167,0,0,0,0,0,0
"WBGene00013458",2442,1,0,1,0,0,3
"WBGene00013459",607,0,0,0,0,0,0
"WBGene00013460",2394,84,39,157,94,200,156
"WBGene00013461",2029,70,21,93,77,182,163
"WBGene00013462",1897,35,8,45,33,69,60
"WBGene00013463",438,138,194,135,94,296,237
"WBGene00013464",2686,31,14,29,19,50,42
"WBGene00013465",2191,160,50,117,56,170,117
"WBGene00013466",934,0,0,0,0,0,0
"WBGene00013467",1558,0,0,0,0,0,0
"WBGene00013468",1188,0,0,0,0,0,0
"WBGene00013469",1437,0,0,0,0,0,0
"WBGene00013470",644,0,0,0,0,0,0
"WBGene00013471",799,0,0,0,0,0,0
"WBGene00013472",786,0,0,0,0,0,0
"WBGene00013473",1125,0,0,0,1,0,0
"WBGene00013474",1226,0,0,0,0,0,0
"WBGene00013475",1767,0,0,0,0,0,0
"WBGene00013476",1223,0,0,0,0,0,0
"WBGene00013477",627,0,0,0,0,0,0
"WBGene00013478",1216,0,0,0,0,0,0
"WBGene00013479",1086,0,0,0,0,0,0
"WBGene00013480",2966,0,0,0,0,0,0
"WBGene00013481",3459,4,4,5,1,6,6
"WBGene00013482",1660,67,37,128,55,214,98
"WBGene00013483",1027,0,0,0,0,0,0
"WBGene00013484",1642,0,0,0,0,0,0
"WBGene00013485",3746,0,0,0,0,0,0
"WBGene00013486",2842,0,0,0,0,0,0
"WBGene00013487",2760,0,0,0,0,0,1
"WBGene00013489",1053,0,0,0,0,0,0
"WBGene00013490",1068,0,0,0,0,0,0
"WBGene00013491",513,0,0,0,0,0,0
"WBGene00013492",3135,0,0,0,0,0,0
"WBGene00013493",1285,0,0,0,0,0,0
"WBGene00013494",1100,0,0,0,0,0,0
"WBGene00013495",1751,0,0,0,0,0,0
"WBGene00013496",3684,0,0,0,1,0,0
"WBGene00013497",1751,0,0,0,0,0,0
"WBGene00013498",4505,0,0,0,0,0,0
"WBGene00013499",2708,0,0,0,1,3,2
"WBGene00013500",953,0,0,0,0,0,0
"WBGene00013501",953,0,0,0,0,0,0
"WBGene00013502",864,0,0,0,0,0,0
"WBGene00013503",951,0,0,0,0,0,0
"WBGene00013505",1221,0,0,0,0,0,1
"WBGene00013506",2461,4,1,0,0,1,2
"WBGene00013507",1819,0,0,0,0,0,0
"WBGene00013508",961,0,0,3,0,0,0
"WBGene00013509",2360,38,8,48,28,54,74
"WBGene00013510",1803,1,0,1,0,0,1
"WBGene00013511",2098,0,0,0,0,0,0
"WBGene00013512",1023,0,0,0,0,0,0
"WBGene00013513",876,0,6,2,1,6,4
"WBGene00013514",696,0,0,0,0,0,0
"WBGene00013515",832,0,0,0,0,0,1
"WBGene00013516",643,0,0,0,0,0,1
"WBGene00013517",1792,0,0,0,0,0,0
"WBGene00013518",3501,0,0,1,0,0,0
"WBGene00013519",712,0,0,0,0,0,0
"WBGene00013520",1224,0,0,0,0,0,0
"WBGene00013521",452,0,0,0,0,0,0
"WBGene00013522",756,1,2,10,7,20,13
"WBGene00013523",478,0,0,0,0,0,0
"WBGene00013524",468,0,0,0,0,0,0
"WBGene00013525",1164,0,0,0,0,0,0
"WBGene00013526",1710,0,0,0,0,0,0
"WBGene00013527",918,0,0,0,0,0,0
"WBGene00013528",801,0,0,0,0,0,0
"WBGene00013529",1562,72,22,106,34,156,85
"WBGene00013530",2619,65,46,70,39,127,111
"WBGene00013531",1960,1,2,8,5,1,6
"WBGene00013532",657,33,44,50,37,108,91
"WBGene00013534",2179,0,0,0,0,0,0
"WBGene00013535",572,1,2,0,0,2,2
"WBGene00013536",1056,1,1,0,0,4,0
"WBGene00013537",2892,1,0,0,0,3,0
"WBGene00013538",1583,302,178,485,257,848,498
"WBGene00013539",2149,0,0,0,0,0,0
"WBGene00013540",3678,0,0,3,0,2,22
"WBGene00013541",2361,0,0,0,0,0,3
"WBGene00013542",1392,0,0,0,0,0,0
"WBGene00013543",2683,0,0,4,0,0,3
"WBGene00013544",2621,9,3,15,5,40,36
"WBGene00013545",2821,9,7,16,8,46,49
"WBGene00013547",919,0,0,0,0,0,0
"WBGene00013548",856,0,0,0,0,0,1
"WBGene00013549",4415,17,8,14,14,47,27
"WBGene00013550",946,14,19,22,9,37,26
"WBGene00013551",1511,55,25,99,57,105,119
"WBGene00013552",1280,65,67,105,74,219,186
"WBGene00013553",487,13,17,14,6,32,35
"WBGene00013554",2667,0,0,0,0,0,0
"WBGene00013555",982,0,0,0,0,0,0
"WBGene00013556",298,0,0,0,0,0,1
"WBGene00013557",6598,46,17,68,45,99,82
"WBGene00013558",2706,66,35,74,44,152,124
"WBGene00013559",1280,0,0,0,0,0,0
"WBGene00013560",1111,0,0,1,0,0,0
"WBGene00013561",1001,45,51,56,63,119,82
"WBGene00013562",1553,0,1,0,1,4,3
"WBGene00013563",1047,0,0,0,0,0,0
"WBGene00013564",1222,0,0,0,0,0,0
"WBGene00013565",321,0,0,0,0,0,0
"WBGene00013566",832,0,0,0,0,0,0
"WBGene00013567",1137,3,0,1,0,5,3
"WBGene00013568",339,0,0,0,0,1,0
"WBGene00013569",1592,3,5,6,3,12,12
"WBGene00013570",681,0,0,0,0,0,0
"WBGene00013571",648,0,0,0,0,0,0
"WBGene00013572",1065,0,0,0,0,0,0
"WBGene00013573",407,0,0,0,0,0,0
"WBGene00013574",2438,0,0,0,0,0,0
"WBGene00013575",2137,3,0,4,3,0,0
"WBGene00013576",726,28,11,42,26,88,48
"WBGene00013577",1110,55,67,76,49,113,110
"WBGene00013578",2349,11,3,5,3,17,4
"WBGene00013579",614,0,0,0,0,0,0
"WBGene00013580",6067,79,38,81,50,114,89
"WBGene00013581",600,0,0,0,0,0,0
"WBGene00013583",780,0,0,0,0,0,0
"WBGene00013584",1322,2,2,12,4,23,8
"WBGene00013585",1826,0,0,0,0,0,0
"WBGene00013586",3848,0,0,0,0,0,0
"WBGene00013587",879,3,6,9,10,21,16
"WBGene00013588",443,0,0,0,0,0,0
"WBGene00013589",687,0,0,0,0,0,0
"WBGene00013590",1263,0,0,0,0,0,0
"WBGene00013591",5545,66,31,65,46,90,101
"WBGene00013592",1114,3,0,0,1,3,1
"WBGene00013593",2453,112,56,145,125,256,241
"WBGene00013594",982,3,3,3,0,5,1
"WBGene00013595",1614,21,18,20,15,50,44
"WBGene00013596",1765,68,65,97,64,194,162
"WBGene00013597",2082,82,111,119,80,187,197
"WBGene00013598",960,48,60,88,59,156,137
"WBGene00013599",1333,25,15,17,19,44,43
"WBGene00013601",1796,13,5,8,8,22,28
"WBGene00013602",1523,0,0,0,0,0,0
"WBGene00013603",1020,3,0,0,1,3,4
"WBGene00013604",500,33,44,58,40,101,57
"WBGene00013605",553,9,11,13,6,17,21
"WBGene00013606",4701,15,15,20,16,53,42
"WBGene00013607",1276,0,0,0,0,0,0
"WBGene00013608",1110,0,0,0,0,0,0
"WBGene00013609",1126,0,0,0,0,0,0
"WBGene00013610",1174,21,22,55,38,91,68
"WBGene00013611",909,0,0,1,0,2,0
"WBGene00013612",1188,0,1,0,0,0,0
"WBGene00013613",1729,0,0,0,0,0,0
"WBGene00013614",660,0,0,0,0,0,0
"WBGene00013615",805,0,0,0,0,0,0
"WBGene00013616",525,0,0,0,0,0,0
"WBGene00013617",591,0,0,0,0,0,0
"WBGene00013618",591,0,0,0,0,0,0
"WBGene00013619",717,0,0,0,0,0,0
"WBGene00013620",2419,0,0,0,0,0,0
"WBGene00013621",689,0,0,0,0,0,0
"WBGene00013622",1080,0,0,0,0,0,0
"WBGene00013623",1045,0,1,4,2,3,3
"WBGene00013624",1927,0,0,0,0,0,0
"WBGene00013625",1034,0,0,0,0,0,0
"WBGene00013626",957,0,0,0,0,0,0
"WBGene00013627",968,0,0,0,0,0,0
"WBGene00013628",363,0,0,0,0,0,0
"WBGene00013629",981,0,0,0,0,0,0
"WBGene00013631",1200,0,0,0,0,0,0
"WBGene00013632",2736,20,5,13,15,31,23
"WBGene00013633",1012,0,0,0,0,0,0
"WBGene00013634",405,0,0,0,0,0,0
"WBGene00013635",141,0,0,0,0,0,0
"WBGene00013636",277,0,0,0,0,0,0
"WBGene00013637",368,0,0,0,0,0,0
"WBGene00013638",1124,1,0,0,0,0,0
"WBGene00013639",3528,0,1,2,1,2,2
"WBGene00013640",500,0,0,0,0,0,0
"WBGene00013642",1446,0,0,0,0,1,0
"WBGene00013643",1722,0,0,1,0,0,0
"WBGene00013644",1048,0,0,0,0,0,0
"WBGene00013645",936,0,0,0,0,0,0
"WBGene00013646",1319,0,0,0,0,0,0
"WBGene00013647",491,0,0,0,0,0,0
"WBGene00013648",1247,0,0,0,0,0,0
"WBGene00013649",1121,0,0,0,0,0,0
"WBGene00013650",911,0,0,0,0,0,0
"WBGene00013651",2381,0,0,0,0,0,0
"WBGene00013652",1216,2,1,1,0,0,0
"WBGene00013653",675,1,0,0,0,0,0
"WBGene00013654",1284,0,0,0,0,0,0
"WBGene00013655",1203,0,0,0,0,0,0
"WBGene00013656",618,0,0,0,0,0,0
"WBGene00013657",674,0,0,0,0,0,0
"WBGene00013658",1558,39,20,50,32,103,75
"WBGene00013659",1054,0,0,1,0,0,0
"WBGene00013661",916,0,0,0,0,0,0
"WBGene00013662",1430,0,0,0,0,0,0
"WBGene00013665",467,0,0,0,0,0,0
"WBGene00013666",1540,0,0,0,0,0,0
"WBGene00013667",1814,63,31,115,55,182,120
"WBGene00013668",2530,141,89,169,130,251,237
"WBGene00013669",1560,78,42,111,71,182,233
"WBGene00013670",3196,83,38,111,55,172,120
"WBGene00013671",403,15,22,8,16,41,23
"WBGene00013672",3674,0,0,2,1,0,2
"WBGene00013673",955,0,0,0,0,0,0
"WBGene00013674",1545,6,11,17,5,35,14
"WBGene00013676",1882,58,31,68,51,146,120
"WBGene00013677",2346,44,26,51,48,124,91
"WBGene00013678",1705,12,6,17,6,23,26
"WBGene00013679",2904,132,56,160,87,284,210
"WBGene00013680",3638,23,15,45,34,104,91
"WBGene00013682",5188,16,14,36,5,139,109
"WBGene00013683",3731,27,17,30,22,49,80
"WBGene00013684",851,0,0,1,0,0,0
"WBGene00013685",775,0,0,0,0,0,0
"WBGene00013687",2241,49,31,59,39,139,116
"WBGene00013688",1795,73,56,119,79,236,184
"WBGene00013689",1487,14,12,6,8,14,21
"WBGene00013690",933,8,29,20,9,35,30
"WBGene00013691",536,1,5,2,2,4,3
"WBGene00013692",944,1,1,1,0,8,0
"WBGene00013693",1997,0,0,0,0,0,0
"WBGene00013694",1573,10,10,20,14,34,42
"WBGene00013695",1453,107,96,127,115,250,255
"WBGene00013696",673,1,1,2,3,8,2
"WBGene00013697",996,110,110,166,103,263,171
"WBGene00013698",1206,0,0,0,0,1,1
"WBGene00013699",835,0,0,1,0,1,0
"WBGene00013700",1879,0,0,0,0,0,0
"WBGene00013701",3480,0,0,0,0,0,0
"WBGene00013702",461,2,0,1,0,4,1
"WBGene00013703",3252,65,22,96,42,111,112
"WBGene00013704",439,0,0,0,0,0,0
"WBGene00013705",1213,0,0,0,0,0,0
"WBGene00013706",778,0,0,0,0,0,0
"WBGene00013707",657,0,0,0,0,0,0
"WBGene00013708",769,4,1,3,2,11,6
"WBGene00013709",2653,54,22,34,16,50,47
"WBGene00013710",1226,0,2,0,0,0,0
"WBGene00013711",5190,0,0,1,0,2,0
"WBGene00013712",457,0,0,0,0,0,0
"WBGene00013713",1122,0,0,0,0,0,0
"WBGene00013716",1562,0,0,0,0,0,0
"WBGene00013717",793,0,0,0,0,0,0
"WBGene00013718",2799,112,40,108,76,202,180
"WBGene00013719",1401,277,114,367,208,560,374
"WBGene00013720",561,36,57,63,36,92,78
"WBGene00013721",1251,0,0,0,0,0,0
"WBGene00013722",876,0,0,0,0,0,0
"WBGene00013723",417,0,0,0,0,0,0
"WBGene00013724",774,39,68,84,49,155,106
"WBGene00013725",820,63,58,96,70,189,141
"WBGene00013726",616,24,13,26,31,55,37
"WBGene00013727",1293,8,10,13,13,31,28
"WBGene00013728",300,36,68,51,51,125,109
"WBGene00013729",2488,72,76,103,88,172,159
"WBGene00013730",4322,18,6,57,23,84,70
"WBGene00013732",4030,1,1,1,1,14,4
"WBGene00013734",2952,31,13,10,11,34,28
"WBGene00013735",2461,5,7,15,9,54,37
"WBGene00013736",660,0,0,0,0,1,2
"WBGene00013737",1441,41,39,42,23,70,70
"WBGene00013738",2403,56,30,55,57,122,102
"WBGene00013739",2478,1,0,3,1,4,1
"WBGene00013740",1230,91,73,123,85,197,191
"WBGene00013741",919,0,0,0,0,0,0
"WBGene00013742",2294,9,2,6,0,8,6
"WBGene00013744",706,0,0,0,0,0,0
"WBGene00013746",1745,0,0,0,0,0,0
"WBGene00013747",955,0,0,0,0,0,0
"WBGene00013748",1489,0,0,0,0,0,0
"WBGene00013749",1116,0,0,0,0,0,0
"WBGene00013750",1502,0,0,0,0,0,0
"WBGene00013751",760,1,0,0,0,0,0
"WBGene00013752",596,0,0,0,0,0,0
"WBGene00013753",689,0,0,0,0,0,0
"WBGene00013754",1060,0,0,0,0,0,0
"WBGene00013755",1043,0,2,3,1,2,2
"WBGene00013756",1043,3,3,4,2,6,3
"WBGene00013757",1011,0,0,0,0,1,1
"WBGene00013758",1094,5,0,14,10,7,16
"WBGene00013759",848,2,0,2,1,1,0
"WBGene00013760",1240,0,0,0,0,0,0
